County,Data Generation Date,OSHPD Project Status,Total Costs of OSHPD Projects,Number of OSHPD Projects,Collection of Counties
28 - Napa,12/31/2015,In Closure,"$85,258,250.00 ",14,Bay Area Counties
29 - Nevada,12/31/2015,In Review,"$9,052,221.00 ",12,
29 - Nevada,12/31/2015,Pending Construction,"$722,152.00 ",7,
29 - Nevada,12/31/2015,In Construction,"$45,914,965.00 ",19,
29 - Nevada,12/31/2015,In Closure,"$8,590,857.00 ",10,
30 - Orange,12/31/2015,In Review,"$94,710,397.00 ",82,Greater Los Angeles Counties
30 - Orange,12/31/2015,Pending Construction,"$13,793,995.00 ",55,Greater Los Angeles Counties
30 - Orange,12/31/2015,In Construction,"$106,266,883.00 ",189,Greater Los Angeles Counties
30 - Orange,12/31/2015,In Closure,"$50,411,920.00 ",170,Greater Los Angeles Counties
31 - Placer,12/31/2015,In Review,"$2,640,866.00 ",16,Greater Sacramento Counties
31 - Placer,12/31/2015,Pending Construction,"$1,419,623.00 ",10,Greater Sacramento Counties
31 - Placer,12/31/2015,In Construction,"$16,166,902.00 ",37,Greater Sacramento Counties
31 - Placer,12/31/2015,In Closure,"$19,443,606.00 ",22,Greater Sacramento Counties
32 - Plumas,12/31/2015,In Review,$0.00 ,0,
32 - Plumas,12/31/2015,Pending Construction,"$215,555.00 ",7,
32 - Plumas,12/31/2015,In Construction,"$45,900.00 ",1,
32 - Plumas,12/31/2015,In Closure,$0.00 ,0,
33 - Riverside,12/31/2015,In Review,"$78,976,448.00 ",50,
33 - Riverside,12/31/2015,Pending Construction,"$203,361,843.00 ",81,
33 - Riverside,12/31/2015,In Construction,"$291,945,011.00 ",124,
33 - Riverside,12/31/2015,In Closure,"$19,206,754.00 ",37,
34 - Sacramento,12/31/2015,In Review,"$83,536,986.00 ",57,Greater Sacramento Counties
34 - Sacramento,12/31/2015,Pending Construction,"$125,756,001.00 ",65,Greater Sacramento Counties
34 - Sacramento,12/31/2015,In Construction,"$302,210,912.00 ",135,Greater Sacramento Counties
34 - Sacramento,12/31/2015,In Closure,"$116,621,203.00 ",64,Greater Sacramento Counties
35 - San Benito,12/31/2015,In Review,$0.00 ,0,
35 - San Benito,12/31/2015,Pending Construction,"$270,388.00 ",3,
35 - San Benito,12/31/2015,In Construction,"$14,048,205.00 ",4,
35 - San Benito,12/31/2015,In Closure,$0.00 ,0,
36 - San Bernardino,12/31/2015,In Review,"$662,793,257.00 ",49,
36 - San Bernardino,12/31/2015,Pending Construction,"$19,910,612.00 ",98,
36 - San Bernardino,12/31/2015,In Construction,"$212,675,466.00 ",110,
36 - San Bernardino,12/31/2015,In Closure,"$5,488,389.00 ",42,
37 - San Diego,12/31/2015,In Review,"$199,558,135.00 ",86,
37 - San Diego,12/31/2015,Pending Construction,"$46,497,192.00 ",119,
37 - San Diego,12/31/2015,In Construction,"$951,351,193.00 ",237,
37 - San Diego,12/31/2015,In Closure,"$35,181,412.00 ",64,
38 - San Francisco,12/31/2015,In Review,"$418,507,856.00 ",47,Bay Area Counties
38 - San Francisco,12/31/2015,Pending Construction,"$34,615,094.00 ",41,Bay Area Counties
38 - San Francisco,12/31/2015,In Construction,"$1,236,010,332.00 ",133,Bay Area Counties
38 - San Francisco,12/31/2015,In Closure,"$400,732,828.00 ",27,Bay Area Counties
39 - San Joaquin,12/31/2015,In Review,"$42,169,883.00 ",22,
39 - San Joaquin,12/31/2015,Pending Construction,"$3,498,063.00 ",15,
39 - San Joaquin,12/31/2015,In Construction,"$16,778,438.00 ",51,
39 - San Joaquin,12/31/2015,In Closure,"$9,279,732.00 ",27,
40 - San Luis Obispo,12/31/2015,In Review,"$2,045,486.00 ",8,
40 - San Luis Obispo,12/31/2015,Pending Construction,"$695,806.00 ",11,
40 - San Luis Obispo,12/31/2015,In Construction,"$4,546,317.00 ",14,
40 - San Luis Obispo,12/31/2015,In Closure,"$7,600,365.00 ",18,
41 - San Mateo,12/31/2015,In Review,"$9,375,173.00 ",23,Bay Area Counties
41 - San Mateo,12/31/2015,Pending Construction,"$139,182,174.00 ",41,Bay Area Counties
41 - San Mateo,12/31/2015,In Construction,"$53,212,476.00 ",31,Bay Area Counties
41 - San Mateo,12/31/2015,In Closure,"$6,826,800.00 ",17,Bay Area Counties
42 - Santa Barbara,12/31/2015,In Review,"$16,779,170.00 ",18,
42 - Santa Barbara,12/31/2015,Pending Construction,"$1,221,008.00 ",13,
42 - Santa Barbara,12/31/2015,In Construction,"$379,327,350.00 ",61,
42 - Santa Barbara,12/31/2015,In Closure,"$13,440,538.00 ",27,
43 - Santa Clara,12/31/2015,In Review,"$246,209,966.00 ",85,Bay Area Counties
43 - Santa Clara,12/31/2015,Pending Construction,"$34,323,573.00 ",54,Bay Area Counties
43 - Santa Clara,12/31/2015,In Construction,"$1,689,209,574.00 ",123,Bay Area Counties
43 - Santa Clara,12/31/2015,In Closure,"$143,688,247.00 ",40,Bay Area Counties
44 - Santa Cruz,12/31/2015,In Review,"$14,741,150.00 ",9,
44 - Santa Cruz,12/31/2015,Pending Construction,"$1,561,853.00 ",6,
44 - Santa Cruz,12/31/2015,In Construction,"$2,564,037.00 ",10,
44 - Santa Cruz,12/31/2015,In Closure,"$7,597,232.00 ",4,
45 - Shasta,12/31/2015,In Review,"$3,033,985.00 ",14,
45 - Shasta,12/31/2015,Pending Construction,"$850,800.00 ",10,
45 - Shasta,12/31/2015,In Construction,"$4,986,366.00 ",18,
45 - Shasta,12/31/2015,In Closure,"$8,551,972.00 ",27,
46 - Sierra,12/31/2015,In Review,$0.00 ,0,
46 - Sierra,12/31/2015,Pending Construction,$0.00 ,0,
46 - Sierra,12/31/2015,In Construction,$0.00 ,0,
46 - Sierra,12/31/2015,In Closure,$0.00 ,0,
47 - Siskiyou,12/31/2015,In Review,"$1,594,000.00 ",4,
47 - Siskiyou,12/31/2015,Pending Construction,"$326,000.00 ",4,
47 - Siskiyou,12/31/2015,In Construction,"$1,420,500.00 ",6,
47 - Siskiyou,12/31/2015,In Closure,"$1,264,130.00 ",9,
48 - Solano,12/31/2015,In Review,"$58,787,045.00 ",13,Bay Area Counties
48 - Solano,12/31/2015,Pending Construction,"$1,006,797.00 ",9,Bay Area Counties
48 - Solano,12/31/2015,In Construction,"$46,058,354.00 ",34,Bay Area Counties
48 - Solano,12/31/2015,In Closure,"$9,388,058.00 ",25,Bay Area Counties
49 - Sonoma,12/31/2015,In Review,"$11,405,396.00 ",30,Bay Area Counties
49 - Sonoma,12/31/2015,Pending Construction,"$1,636,606.00 ",20,Bay Area Counties
49 - Sonoma,12/31/2015,In Construction,"$17,882,248.00 ",61,Bay Area Counties
49 - Sonoma,12/31/2015,In Closure,"$133,098,426.00 ",36,Bay Area Counties
50 - Stanislaus,12/31/2015,In Review,"$11,711,500.00 ",16,
50 - Stanislaus,12/31/2015,Pending Construction,"$2,573,162.00 ",12,
50 - Stanislaus,12/31/2015,In Construction,"$30,045,855.00 ",40,
50 - Stanislaus,12/31/2015,In Closure,"$6,324,814.00 ",24,
51 - Sutter,12/31/2015,In Review,"$3,200.00 ",2,
51 - Sutter,12/31/2015,Pending Construction,"$12,696,000.00 ",3,
51 - Sutter,12/31/2015,In Construction,"$280,767.00 ",2,
51 - Sutter,12/31/2015,In Closure,$0.00 ,0,
52 - Tehama,12/31/2015,In Review,"$270,000.00 ",1,
52 - Tehama,12/31/2015,Pending Construction,"$611,636.00 ",3,
52 - Tehama,12/31/2015,In Construction,"$2,676,244.00 ",10,
52 - Tehama,12/31/2015,In Closure,"$579,078.00 ",4,
53 - Trinity,12/31/2015,In Review,"$140,000.00 ",1,
53 - Trinity,12/31/2015,Pending Construction,"$288,500.00 ",3,
53 - Trinity,12/31/2015,In Construction,"$1,382,817.00 ",1,
53 - Trinity,12/31/2015,In Closure,"$115,605.00 ",1,
54 - Tulare,12/31/2015,In Review,"$551,672.00 ",6,
54 - Tulare,12/31/2015,Pending Construction,"$4,469,517.00 ",11,
54 - Tulare,12/31/2015,In Construction,"$78,887,705.00 ",23,
54 - Tulare,12/31/2015,In Closure,"$1,157,364.00 ",5,
55 - Tuolumne,12/31/2015,In Review,"$68,000.00 ",1,
55 - Tuolumne,12/31/2015,Pending Construction,$0.00 ,0,
55 - Tuolumne,12/31/2015,In Construction,"$1,827,602.00 ",2,
55 - Tuolumne,12/31/2015,In Closure,"$575,861.00 ",3,
56 - Ventura,12/31/2015,In Review,"$76,344,107.00 ",47,Greater Los Angeles Counties
56 - Ventura,12/31/2015,Pending Construction,"$22,334,268.00 ",38,Greater Los Angeles Counties
56 - Ventura,12/31/2015,In Construction,"$553,796,938.00 ",82,Greater Los Angeles Counties
56 - Ventura,12/31/2015,In Closure,"$40,024,465.00 ",37,Greater Los Angeles Counties
57 - Yolo,12/31/2015,In Review,"$3,770,500.00 ",4,Greater Sacramento Counties
57 - Yolo,12/31/2015,Pending Construction,"$2,773,312.00 ",11,Greater Sacramento Counties
57 - Yolo,12/31/2015,In Construction,"$4,584,316.00 ",13,Greater Sacramento Counties
57 - Yolo,12/31/2015,In Closure,"$1,181,659.00 ",4,Greater Sacramento Counties
58 - Yuba,12/31/2015,In Review,"$9,180,154.00 ",8,
58 - Yuba,12/31/2015,Pending Construction,"$5,510,000.00 ",5,
58 - Yuba,12/31/2015,In Construction,"$96,455,810.00 ",5,
58 - Yuba,12/31/2015,In Closure,"$44,739,275.00 ",2,
01 - Alameda,1/14/2016,In Review,"$138,883,672.00 ",58,Bay Area Counties
01 - Alameda,1/14/2016,Pending Construction,"$74,468,579.00 ",99,Bay Area Counties
01 - Alameda,1/14/2016,In Construction,"$533,710,926.00 ",139,Bay Area Counties
01 - Alameda,1/14/2016,In Closure,"$67,690,424.00 ",80,Bay Area Counties
02 - Alpine,1/14/2016,In Review,$0.00 ,0,
02 - Alpine,1/14/2016,Pending Construction,$0.00 ,0,
02 - Alpine,1/14/2016,In Construction,$0.00 ,0,
02 - Alpine,1/14/2016,In Closure,$0.00 ,0,
03 - Amador,1/14/2016,In Review,"$440,000.00 ",2,
03 - Amador,1/14/2016,Pending Construction,"$83,225.00 ",3,
03 - Amador,1/14/2016,In Construction,"$6,024,595.00 ",4,
03 - Amador,1/14/2016,In Closure,"$1,306,353.00 ",3,
04 - Butte,1/14/2016,In Review,"$1,347,167.00 ",4,
04 - Butte,1/14/2016,Pending Construction,"$4,927,854.00 ",8,
04 - Butte,1/14/2016,In Construction,"$3,730,705.00 ",12,
04 - Butte,1/14/2016,In Closure,"$97,595,502.00 ",7,
05 - Calaveras,1/14/2016,In Review,"$265,000.00 ",2,
05 - Calaveras,1/14/2016,Pending Construction,"$73,423.00 ",1,
05 - Calaveras,1/14/2016,In Construction,"$137,400.00 ",2,
05 - Calaveras,1/14/2016,In Closure,"$398,844.00 ",4,
06 - Colusa,1/14/2016,In Review,$0.00 ,0,
06 - Colusa,1/14/2016,Pending Construction,$0.00 ,0,
06 - Colusa,1/14/2016,In Construction,$0.00 ,0,
06 - Colusa,1/14/2016,In Closure,"$137,066.00 ",3,
07 - Contra Costa,1/14/2016,In Review,"$26,366,725.00 ",24,Bay Area Counties
07 - Contra Costa,1/14/2016,Pending Construction,"$12,266,624.00 ",31,Bay Area Counties
07 - Contra Costa,1/14/2016,In Construction,"$40,410,573.00 ",58,Bay Area Counties
07 - Contra Costa,1/14/2016,In Closure,"$12,503,462.00 ",37,Bay Area Counties
08 - Del Norte,1/14/2016,In Review,"$2,140,000.00 ",2,
08 - Del Norte,1/14/2016,Pending Construction,0,0,
08 - Del Norte,1/14/2016,In Construction,"$1,467,011.00 ",7,
08 - Del Norte,1/14/2016,In Closure,"$1,282,552.00 ",1,
09 - El Dorado,1/14/2016,In Review,"$5,553,853.00 ",5,Greater Sacramento Counties
09 - El Dorado,1/14/2016,Pending Construction,"$116,380.00 ",2,Greater Sacramento Counties
09 - El Dorado,1/14/2016,In Construction,"$14,442,841.00 ",13,Greater Sacramento Counties
09 - El Dorado,1/14/2016,In Closure,"$223,815.00 ",3,Greater Sacramento Counties
10 - Fresno,1/14/2016,In Review,"$30,163,744.00 ",18,
10 - Fresno,1/14/2016,Pending Construction,"$9,230,444.00 ",33,
10 - Fresno,1/14/2016,In Construction,"$78,882,775.00 ",103,
10 - Fresno,1/14/2016,In Closure,"$91,923,757.00 ",38,
11 - Glenn,1/14/2016,In Review,"$12,912,075.00 ",1,
11 - Glenn,1/14/2016,Pending Construction,"$50,000.00 ",1,
11 - Glenn,1/14/2016,In Construction,"$284,685.00 ",1,
11 - Glenn,1/14/2016,In Closure,$0.00 ,0,
12 - Humboldt,1/14/2016,In Review,"$13,577,932.00 ",12,
12 - Humboldt,1/14/2016,Pending Construction,"$365,200.00 ",5,
12 - Humboldt,1/14/2016,In Construction,"$89,622,007.00 ",19,
12 - Humboldt,1/14/2016,In Closure,"$1,047,514.00 ",5,
13 - Imperial,1/14/2016,In Review,"$43,235,000.00 ",3,
13 - Imperial,1/14/2016,Pending Construction,"$20,000,000.00 ",3,
13 - Imperial,1/14/2016,In Construction,"$9,314,900.00 ",7,
13 - Imperial,1/14/2016,In Closure,"$334,010.00 ",3,
14 - Inyo,1/14/2016,In Review,"$30,000.00 ",1,
14 - Inyo,1/14/2016,Pending Construction,$0.00 ,0,
14 - Inyo,1/14/2016,In Construction,$0.00 ,0,
14 - Inyo,1/14/2016,In Closure,"$45,000.00 ",1,
15 - Kern,1/14/2016,In Review,"$18,835,319.00 ",26,
15 - Kern,1/14/2016,Pending Construction,"$14,132,253.00 ",22,
15 - Kern,1/14/2016,In Construction,"$68,738,323.00 ",38,
15 - Kern,1/14/2016,In Closure,"$1,039,935.00 ",9,
16 - Kings,1/14/2016,In Review,"$150,000.00 ",1,
16 - Kings,1/14/2016,Pending Construction,"$277,889.00 ",6,
16 - Kings,1/14/2016,In Construction,"$28,313,428.00 ",3,
16 - Kings,1/14/2016,In Closure,"$5,670.00 ",1,
17 - Lake,1/14/2016,In Review,"$852,590.00 ",7,
17 - Lake,1/14/2016,Pending Construction,"$1,002,000.00 ",5,
17 - Lake,1/14/2016,In Construction,"$3,266,943.00 ",8,
17 - Lake,1/14/2016,In Closure,"$9,658,980.00 ",5,
18 - Lassen,1/14/2016,In Review,$0.00 ,0,
18 - Lassen,1/14/2016,Pending Construction,"$1,002,600.00 ",3,
18 - Lassen,1/14/2016,In Construction,"$1,513,531.00 ",11,
18 - Lassen,1/14/2016,In Closure,"$671,182.00 ",3,
19 - Los Angeles,1/14/2016,In Review,"$506,409,769.00 ",523,Greater Los Angeles Counties
19 - Los Angeles,1/14/2016,Pending Construction,"$203,296,567.00 ",454,Greater Los Angeles Counties
19 - Los Angeles,1/14/2016,In Construction,"$950,879,094.00 ",873,Greater Los Angeles Counties
19 - Los Angeles,1/14/2016,In Closure,"$1,135,476,278.00 ",475,Greater Los Angeles Counties
20 - Madera,1/14/2016,In Review,"$2,487,783.00 ",4,
20 - Madera,1/14/2016,Pending Construction,"$2,208,471.00 ",12,
20 - Madera,1/14/2016,In Construction,"$5,274,816.00 ",20,
20 - Madera,1/14/2016,In Closure,"$3,900,776.00 ",12,
21 - Marin,1/14/2016,In Review,"$222,961,982.00 ",18,Bay Area Counties
21 - Marin,1/14/2016,Pending Construction,"$6,693,790.00 ",19,Bay Area Counties
21 - Marin,1/14/2016,In Construction,"$86,131,415.00 ",29,Bay Area Counties
21 - Marin,1/14/2016,In Closure,"$19,058,345.00 ",12,Bay Area Counties
22 - Mariposa,1/14/2016,In Review,$0.00 ,0,
22 - Mariposa,1/14/2016,Pending Construction,"$204,686.00 ",2,
22 - Mariposa,1/14/2016,In Construction,$0.00 ,0,
22 - Mariposa,1/14/2016,In Closure,"$163,850.00 ",1,
23 - Mendocino,1/14/2016,In Review,"$3,710,338.00 ",13,
23 - Mendocino,1/14/2016,Pending Construction,"$145,000.00 ",6,
23 - Mendocino,1/14/2016,In Construction,"$20,296,095.00 ",22,
23 - Mendocino,1/14/2016,In Closure,"$44,342,984.00 ",11,
24 - Merced,1/14/2016,In Review,"$336,666.00 ",3,
24 - Merced,1/14/2016,Pending Construction,"$230,500.00 ",5,
24 - Merced,1/14/2016,In Construction,"$13,142,736.00 ",9,
24 - Merced,1/14/2016,In Closure,"$253,884.00 ",2,
25 - Modoc,1/14/2016,In Review,0,0,
25 - Modoc,1/14/2016,Pending Construction,"$45,000.00 ",1,
25 - Modoc,1/14/2016,In Construction,"$9,500.00 ",1,
25 - Modoc,1/14/2016,In Closure,$0.00 ,0,
26 - Mono,1/14/2016,In Review,$0.00 ,0,
26 - Mono,1/14/2016,Pending Construction,"$60,000.00 ",1,
26 - Mono,1/14/2016,In Construction,"$21,398.00 ",3,
26 - Mono,1/14/2016,In Closure,$0.00 ,0,
27 - Monterey,1/14/2016,In Review,"$11,720,678.00 ",15,
27 - Monterey,1/14/2016,Pending Construction,"$4,265,501.00 ",19,
27 - Monterey,1/14/2016,In Construction,"$40,819,701.00 ",16,
27 - Monterey,1/14/2016,In Closure,"$18,230.00 ",2,
28 - Napa,1/14/2016,In Review,"$3,325,707.00 ",27,Bay Area Counties
28 - Napa,1/14/2016,Pending Construction,"$937,764.00 ",11,Bay Area Counties
28 - Napa,1/14/2016,In Construction,"$3,463,388.00 ",17,Bay Area Counties
28 - Napa,1/14/2016,In Closure,"$85,258,250.00 ",14,Bay Area Counties
29 - Nevada,1/14/2016,In Review,"$9,052,221.00 ",12,
29 - Nevada,1/14/2016,Pending Construction,"$722,152.00 ",7,
29 - Nevada,1/14/2016,In Construction,"$45,914,965.00 ",19,
29 - Nevada,1/14/2016,In Closure,"$7,872,089.00 ",9,
30 - Orange,1/14/2016,In Review,"$106,698,001.00 ",83,Greater Los Angeles Counties
30 - Orange,1/14/2016,Pending Construction,"$13,553,959.00 ",53,Greater Los Angeles Counties
30 - Orange,1/14/2016,In Construction,"$105,253,130.00 ",188,Greater Los Angeles Counties
30 - Orange,1/14/2016,In Closure,"$51,868,351.00 ",166,Greater Los Angeles Counties
31 - Placer,1/14/2016,In Review,"$2,650,221.00 ",16,Greater Sacramento Counties
31 - Placer,1/14/2016,Pending Construction,"$1,011,695.00 ",10,Greater Sacramento Counties
31 - Placer,1/14/2016,In Construction,"$16,615,202.00 ",36,Greater Sacramento Counties
31 - Placer,1/14/2016,In Closure,"$19,487,632.00 ",24,Greater Sacramento Counties
32 - Plumas,1/14/2016,In Review,"$20,000.00 ",1,
32 - Plumas,1/14/2016,Pending Construction,"$215,555.00 ",7,
32 - Plumas,1/14/2016,In Construction,"$45,900.00 ",1,
32 - Plumas,1/14/2016,In Closure,$0.00 ,0,
33 - Riverside,1/14/2016,In Review,"$77,950,498.00 ",37,
33 - Riverside,1/14/2016,Pending Construction,"$201,101,843.00 ",87,
33 - Riverside,1/14/2016,In Construction,"$295,701,987.00 ",123,
33 - Riverside,1/14/2016,In Closure,"$15,291,103.00 ",35,
34 - Sacramento,1/14/2016,In Review,"$82,282,497.00 ",49,Greater Sacramento Counties
34 - Sacramento,1/14/2016,Pending Construction,"$126,625,651.00 ",69,Greater Sacramento Counties
34 - Sacramento,1/14/2016,In Construction,"$297,656,485.00 ",129,Greater Sacramento Counties
34 - Sacramento,1/14/2016,In Closure,"$128,449,911.00 ",71,Greater Sacramento Counties
35 - San Benito,1/14/2016,In Review,$0.00 ,0,
35 - San Benito,1/14/2016,Pending Construction,"$270,388.00 ",3,
35 - San Benito,1/14/2016,In Construction,"$14,048,205.00 ",4,
35 - San Benito,1/14/2016,In Closure,0,0,
36 - San Bernardino,1/14/2016,In Review,"$662,015,568.00 ",47,
36 - San Bernardino,1/14/2016,Pending Construction,"$20,653,301.00 ",101,
36 - San Bernardino,1/14/2016,In Construction,"$212,286,808.00 ",106,
36 - San Bernardino,1/14/2016,In Closure,"$5,236,160.00 ",43,
37 - San Diego,1/14/2016,In Review,"$200,790,846.00 ",89,
37 - San Diego,1/14/2016,Pending Construction,"$47,101,929.00 ",120,
37 - San Diego,1/14/2016,In Construction,"$944,745,262.00 ",239,
37 - San Diego,1/14/2016,In Closure,"$41,330,746.00 ",64,
38 - San Francisco,1/14/2016,In Review,"$419,797,856.00 ",47,Bay Area Counties
38 - San Francisco,1/14/2016,Pending Construction,"$35,405,094.00 ",42,Bay Area Counties
38 - San Francisco,1/14/2016,In Construction,"$1,237,264,948.00 ",136,Bay Area Counties
38 - San Francisco,1/14/2016,In Closure,"$400,773,596.00 ",27,Bay Area Counties
39 - San Joaquin,1/14/2016,In Review,"$41,772,750.00 ",18,
39 - San Joaquin,1/14/2016,Pending Construction,"$3,703,063.00 ",15,
39 - San Joaquin,1/14/2016,In Construction,"$16,480,166.00 ",50,
39 - San Joaquin,1/14/2016,In Closure,"$9,623,329.00 ",29,
40 - San Luis Obispo,1/14/2016,In Review,"$2,043,986.00 ",7,
40 - San Luis Obispo,1/14/2016,Pending Construction,"$695,806.00 ",11,
40 - San Luis Obispo,1/14/2016,In Construction,"$4,631,629.00 ",14,
40 - San Luis Obispo,1/14/2016,In Closure,"$4,139,519.00 ",15,
41 - San Mateo,1/14/2016,In Review,"$9,793,173.00 ",22,Bay Area Counties
41 - San Mateo,1/14/2016,Pending Construction,"$139,481,174.00 ",40,Bay Area Counties
41 - San Mateo,1/14/2016,In Construction,"$53,434,496.00 ",32,Bay Area Counties
41 - San Mateo,1/14/2016,In Closure,"$6,826,800.00 ",17,Bay Area Counties
42 - Santa Barbara,1/14/2016,In Review,"$16,970,620.00 ",18,
42 - Santa Barbara,1/14/2016,Pending Construction,"$1,221,008.00 ",13,
42 - Santa Barbara,1/14/2016,In Construction,"$378,839,350.00 ",60,
42 - Santa Barbara,1/14/2016,In Closure,"$13,505,081.00 ",27,
43 - Santa Clara,1/14/2016,In Review,"$244,406,351.00 ",83,Bay Area Counties
43 - Santa Clara,1/14/2016,Pending Construction,"$38,312,070.00 ",56,Bay Area Counties
43 - Santa Clara,1/14/2016,In Construction,"$1,690,175,123.00 ",126,Bay Area Counties
43 - Santa Clara,1/14/2016,In Closure,"$145,358,660.00 ",42,Bay Area Counties
44 - Santa Cruz,1/14/2016,In Review,"$14,878,150.00 ",10,
44 - Santa Cruz,1/14/2016,Pending Construction,"$1,499,592.00 ",5,
44 - Santa Cruz,1/14/2016,In Construction,"$2,632,298.00 ",11,
44 - Santa Cruz,1/14/2016,In Closure,"$40,750.00 ",3,
45 - Shasta,1/14/2016,In Review,"$3,513,985.00 ",14,
45 - Shasta,1/14/2016,Pending Construction,"$850,800.00 ",10,
45 - Shasta,1/14/2016,In Construction,"$4,989,366.00 ",18,
45 - Shasta,1/14/2016,In Closure,"$8,551,972.00 ",27,
46 - Sierra,1/14/2016,In Review,$0.00 ,0,
46 - Sierra,1/14/2016,Pending Construction,$0.00 ,0,
46 - Sierra,1/14/2016,In Construction,$0.00 ,0,
46 - Sierra,1/14/2016,In Closure,$0.00 ,0,
47 - Siskiyou,1/14/2016,In Review,"$1,194,000.00 ",3,
47 - Siskiyou,1/14/2016,Pending Construction,"$726,000.00 ",5,
47 - Siskiyou,1/14/2016,In Construction,"$1,168,000.00 ",5,
47 - Siskiyou,1/14/2016,In Closure,"$1,761,986.00 ",10,
48 - Solano,1/14/2016,In Review,"$58,972,045.00 ",15,Bay Area Counties
48 - Solano,1/14/2016,Pending Construction,"$1,006,797.00 ",9,Bay Area Counties
48 - Solano,1/14/2016,In Construction,"$46,009,170.00 ",32,Bay Area Counties
48 - Solano,1/14/2016,In Closure,"$9,438,085.00 ",27,Bay Area Counties
49 - Sonoma,1/14/2016,In Review,"$11,387,896.00 ",29,Bay Area Counties
49 - Sonoma,1/14/2016,Pending Construction,"$1,230,506.00 ",16,Bay Area Counties
